code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids
DE150100564,Discovery Early Career Researcher Award,2015,Closed,375000,413973.0,University of South Australia,1007,Nanotechnology,029901; 1007; 100703; 100706,"Biological Physics; Nanotechnology; Nanobiotechnology; Nanofabrication, Growth and Self Assembly",Dr Chia-Chi Chien,
DE150100511,Discovery Early Career Researcher Award,2015,Closed,354190,325878.0,The Australian National University,1605,Policy and Administration,1605; 160507; 160514; 160603,Policy and Administration; Environment Policy; Urban Policy; Comparative Government and Politics,Dr Jeroen vanderHeijden,0000-0001-6188-0556
DE150100548,Discovery Early Career Researcher Award,2015,Closed,359000,371498.0,The University of Adelaide,1109,Neurosciences,080199; 090602; 1109; 110906,"Artificial Intelligence and Image Processing Not Elsewhere Classified; Control Systems, Robotics and Automation; Neurosciences; Sensory Systems",A/Prof Steven Wiederman,0000-0002-0902-803X
DE150100318,Discovery Early Career Researcher Award,2015,Closed,360000,342991.0,Macquarie University,1702,Cognitive Sciences,170204; 200404; 200408; 1702,"Linguistic Processes (Incl. Speech Production and Comprehension); Laboratory Phonetics and Speech Science; Linguistic Structures (Incl. Grammar, Phonology, Lexicon, Semantics); Cognitive Sciences",A/Prof Michael Proctor,0000-0002-3083-6859
DE150100326,Discovery Early Career Researcher Award,2015,Closed,338266,99966.0,Monash University,0404,Geophysics,040313; 0404; 040402; 040403,Tectonics; Geophysics; Geodynamics; Geophysical Fluid Dynamics,Dr Joao Duarte,
DE150100500,Discovery Early Career Researcher Award,2015,Closed,321000,332083.0,The University of New South Wales,0402,Geochemistry,0402; 040202; 100203,Geochemistry; Inorganic Geochemistry; Bioremediation,Dr Xiaomin Li,
DE150100460,Discovery Early Career Researcher Award,2015,Closed,380000,327348.0,The University of Western Australia,0604,Genetics,0604; 060404; 060408; 060702,Genetics; Epigenetics (Incl. Genome Methylation and Epigenomics); Genomics; Plant Cell and Molecular Biology,Dr David Secco,
DE150100494,Discovery Early Career Researcher Award,2015,Closed,338000,349755.0,The Australian National University,0502,Environmental Science and Management,0502; 050205; 120505; 160404,Environmental Science and Management; Environmental Management; Regional Analysis and Development; Urban and Regional Studies (Excl. Planning),A/Prof Ida Kubiszewski,0000-0003-3264-7899
DE150100268,Discovery Early Career Researcher Award,2015,Closed,340000,351693.0,The University of New South Wales,0906,Electrical and Electronic Engineering,0906; 090605,"Electrical and Electronic Engineering; Photodetectors, Optical Sensors and Solar Cells",Prof Ziv Hameiri,0000-0002-2934-4478
DE150100427,Discovery Early Career Researcher Award,2015,Closed,330000,341427.0,RMIT University,0306,Physical Chemistry (Incl. Structural),0306; 030603; 090605; 100708,"Physical Chemistry (Incl. Structural); Colloid and Surface Chemistry; Photodetectors, Optical Sensors and Solar Cells; Nanomaterials",A/Prof Joel van Embden,0000-0002-4225-9454
DE150100382,Discovery Early Career Researcher Award,2015,Closed,388376,401825.0,The University of Queensland,1608,Sociology,1608; 160810,Sociology; Urban Sociology and Community Studies,Prof Cameron Parsell,0000-0002-7289-896X
DE150100507,Discovery Early Career Researcher Award,2015,Closed,352454,390442.0,Monash University,0603,Evolutionary Biology,0603; 060303; 060306,Evolutionary Biology; Biological Adaptation; Evolutionary Impacts of Climate Change,Dr Belinda van Heerwaarden,
DE150100269,Discovery Early Career Researcher Award,2015,Closed,361876,374149.0,Australian Catholic University,1302,Curriculum and Pedagogy,1302; 130208; 130303; 130313,Curriculum and Pedagogy; Mathematics and Numeracy Curriculum and Pedagogy; Education Assessment and Evaluation; Teacher Education and Professional Development of Educators,Prof Vince Geiger,0000-0002-0379-4753
DE150100302,Discovery Early Career Researcher Award,2015,Closed,357170,395989.0,Flinders University,0406,Physical Geography and Environmental Geoscience,0406; 040603; 040608,Physical Geography and Environmental Geoscience; Hydrogeology; Surfacewater Hydrology,A/Prof Margaret Shanafield,0000-0003-1710-1548
DE150100408,Discovery Early Career Researcher Award,2015,Closed,393416,407109.0,Western Sydney University,0605,Microbiology,050303; 0605; 060505,Soil Biology; Microbiology; Mycology,A/Prof Jonathan Plett,0000-0003-0514-8146
DE150100365,Discovery Early Career Researcher Award,2015,Closed,371000,383863.0,University of Technology Sydney,1301,Education Systems,1301; 130101; 170103,Education Systems; Continuing and Community Education; Educational Psychology,Prof Nicholas Hopwood,0000-0003-2149-5834
DE150100388,Discovery Early Career Researcher Award,2015,Closed,365040,370961.0,The University of Melbourne,1601,Anthropology,1601; 160104; 160805; 169903,Anthropology; Social and Cultural Anthropology; Social Change; Studies of Asian Society,Dr Gerald Roche,
DE150100553,Discovery Early Career Researcher Award,2015,Closed,327849,323171.0,The University of New South Wales,1904,Performing Arts and Creative Writing,1904; 190404,"Performing Arts and Creative Writing; Drama, Theatre and Performance Studies",Dr Caroline Wake,0000-0001-5433-3212
DE150100461,Discovery Early Career Researcher Award,2015,Closed,360000,372465.0,University of Technology Sydney,0602,Ecology,0602; 060205,Ecology; Marine and Estuarine Ecology (Incl. Marine Ichthyology),Dr Manoj Kumar,
DE150100242,Discovery Early Career Researcher Award,2015,Closed,353773,365862.0,University of Wollongong,1604,Human Geography,1604; 160403; 160499,Human Geography; Social and Cultural Geography; Human Geography Not Elsewhere Classified,Dr Christine Eriksen,0000-0002-2906-9680
DE150100161,Discovery Early Career Researcher Award,2015,Closed,375000,387985.0,The University of Melbourne,0915,Interdisciplinary Engineering,0915; 091508,Interdisciplinary Engineering; Turbulent Flows,Dr Simon Illingworth,
DE150100288,Discovery Early Career Researcher Award,2015,Closed,348000,360087.0,RMIT University,2001,Communication and Media Studies,2001; 200104,Communication and Media Studies; Media Studies,Prof Ramon Lobato,0000-0002-1689-7233
DE150100329,Discovery Early Career Researcher Award,2015,Closed,331720,395812.0,The University of New South Wales,2005,Literary Studies,200211; 2005; 200524,Postcolonial Studies; Literary Studies; Comparative Literature Studies,Dr Laetitia Nanquette,0000-0003-4770-7962
DE150100308,Discovery Early Career Researcher Award,2015,Closed,283536,293355.0,The University of Newcastle,0101,Pure Mathematics,0101; 010105,Pure Mathematics; Group Theory and Generalisations,Dr Colin Reid,
DE150100223,Discovery Early Career Researcher Award,2015,Closed,357024,369387.0,The University of New South Wales,0405,Oceanography,040104; 040105; 0405; 040503,Climate Change Processes; Climatology (Excl. Climate Change Processes); Oceanography; Physical Oceanography,A/Prof Paul Spence,0000-0001-5156-2204
DE150100240,Discovery Early Career Researcher Award,2015,Closed,315000,325908.0,The University of New South Wales,0102,Applied Mathematics,0102; 010206; 010303; 080201,Applied Mathematics; Operations Research; Optimisation; Analysis of Algorithms and Complexity,A/Prof Vera Roshchina,0000-0002-8361-6876
DE150100538,Discovery Early Career Researcher Award,2015,Closed,342000,353808.0,Deakin University,0606,Physiology,060103; 0606; 060602; 060603,"Cell Development, Proliferation and Death; Physiology; Animal Physiology - Cell; Animal Physiology - Systems",Prof Severine Lamon,0000-0002-3271-6551
DE150100195,Discovery Early Career Researcher Award,2015,Closed,360000,372465.0,Curtin University,0905,Civil Engineering,0905; 090504; 090506,Civil Engineering; Earthquake Engineering; Structural Engineering,A/Prof Kaiming Bi,0000-0002-5702-6119
DE150100328,Discovery Early Career Researcher Award,2015,Closed,374000,385654.0,The University of Adelaide,1402,Applied Economics,1402; 140205,Applied Economics; Environment and Resource Economics,A/Prof Adam Loch,0000-0002-1436-8768
DE150100309,Discovery Early Career Researcher Award,2015,Closed,328614,339439.0,Monash University,1402,Applied Economics,1402; 140208; 140302,Applied Economics; Health Economics; Econometric and Statistical Methods,Prof Dennis Petrie,0000-0002-3882-2531
DE150100169,Discovery Early Career Researcher Award,2015,Closed,319000,329879.0,The University of Melbourne,0103,Numerical and Computational Mathematics,0103; 010302; 030603; 091304,"Numerical and Computational Mathematics; Numerical Solution of Differential and Integral Equations; Colloid and Surface Chemistry; Dynamics, Vibration and Vibration Control",Dr Qiang Sun,0000-0002-4183-1260
DE150100083,Discovery Early Career Researcher Award,2015,Closed,360000,372465.0,University of the Sunshine Coast,1701,Psychology,1701; 170112; 170199,"Psychology; Sensory Processes, Perception and Performance; Psychology Not Elsewhere Classified",Dr Vanessa Beanland,0000-0002-7961-4114
DE150100406,Discovery Early Career Researcher Award,2015,Closed,375936,388528.0,Monash University,1701,Psychology,1701; 170102,Psychology; Developmental Psychology and Ageing,A/Prof Sharna Jamadar,0000-0001-7222-7181
DE150100228,Discovery Early Career Researcher Award,2015,Closed,372000,384881.0,The University of Melbourne,1608,Sociology,1608; 160807; 160899,Sociology; Sociological Methodology and Research Methods; Sociology Not Elsewhere Classified,Prof Leah Ruppanner,0000-0002-6111-1914
DE150100107,Discovery Early Career Researcher Award,2015,Closed,369536,382298.0,The University of New South Wales,0406,Physical Geography and Environmental Geoscience,040104; 040502; 0406; 040605,Climate Change Processes; Chemical Oceanography; Physical Geography and Environmental Geoscience; Palaeoclimatology,A/Prof Laurie Menviel,0000-0002-5068-1591
DE150100263,Discovery Early Career Researcher Award,2015,Closed,373536,390170.0,University of Tasmania,0302,Inorganic Chemistry,030108; 0302; 030205; 030302,Separation Science; Inorganic Chemistry; Non-Metal Chemistry; Nanochemistry and Supramolecular Chemistry,Dr Nathan Kilah,
DE150100278,Discovery Early Career Researcher Award,2015,Closed,370000,382795.0,RMIT University,1608,Sociology,1608; 160802; 160808; 200203,Sociology; Environmental Sociology; Sociology and Social Studies of Science and Technology; Consumption and Everyday Life,Prof Yolande Strengers,0000-0002-5664-621X
DE150100285,Discovery Early Career Researcher Award,2015,Closed,372000,384881.0,The University of New South Wales,1608,Sociology,1608; 160899,Sociology; Sociology Not Elsewhere Classified,Prof Emma Kirby,0000-0001-9754-0342
DE150100327,Discovery Early Career Researcher Award,2015,Closed,378000,394909.0,Monash University,0603,Evolutionary Biology,060201; 0603; 060303; 060307,Behavioural Ecology; Evolutionary Biology; Biological Adaptation; Host-Parasite Interactions,A/Prof Matthew Hall,0000-0002-4738-203X
DE150100026,Discovery Early Career Researcher Award,2015,Closed,379536,392676.0,The Australian National University,0501,Ecological Applications,0501; 050102; 060202,Ecological Applications; Ecosystem Function; Community Ecology (Excl. Invasive Species Ecology),A/Prof Philip Barton,0000-0002-8377-2211
DE150100393,Discovery Early Career Researcher Award,2015,Closed,335000,372859.0,The University of Queensland,0907,Environmental Engineering,090409; 0907; 090702; 090703,Wastewater Treatment Processes; Environmental Engineering; Environmental Engineering Modelling; Environmental Technologies,Prof Liu Ye,0000-0001-5478-0864
DE150100130,Discovery Early Career Researcher Award,2015,Closed,362000,374501.0,The University of Western Australia,0607,Plant Biology,0607; 060702; 060705,Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Dr Brendan O'Leary,0000-0002-8770-155X
DE150100118,Discovery Early Career Researcher Award,2015,Closed,301751,0.0,RMIT University,1007,Nanotechnology,030603; 1007; 100705; 100712,Colloid and Surface Chemistry; Nanotechnology; Nanoelectronics; Nanoscale Characterisation,Dr Anthony Morfa,
DE150100104,Discovery Early Career Researcher Award,2015,Closed,330000,293267.0,The University of Melbourne,0801,Artificial Intelligence and Image Processing,0801; 080109; 111705,Artificial Intelligence and Image Processing; Pattern Recognition and Data Mining; Environmental and Occupational Health and Safety,Dr Masud Moshtaghi,
DE150100009,Discovery Early Career Researcher Award,2015,Closed,389476,403095.0,Macquarie University,0605,Microbiology,050206; 0605; 060503; 060504,Environmental Monitoring; Microbiology; Microbial Genetics; Microbial Ecology,Dr Sasha Tetu,
DE150100019,Discovery Early Career Researcher Award,2015,Closed,352000,363866.0,The University of New South Wales,0601,Biochemistry and Cell Biology,0601; 060109; 060114,Biochemistry and Cell Biology; Proteomics and Intermolecular Interactions (Excl. Medical Proteomics); Systems Biology,Dr Gene Hart-Smith,
DE150100091,Discovery Early Career Researcher Award,2015,Closed,341000,332745.0,The University of Adelaide,0604,Genetics,029901; 060113; 0604; 060407,Biological Physics; Synthetic Biology; Genetics; Genome Structure and Regulation,Dr Nan Hao,
DE150100070,Discovery Early Career Researcher Award,2015,Closed,370807,409064.0,The Australian National University,2101,Archaeology,2101; 210102; 210103,"Archaeology; Archaeological Science; Archaeology of Asia, Africa and the Americas",Dr Rachel Wood,
DE150100030,Discovery Early Career Researcher Award,2015,Closed,300000,310388.0,The University of New South Wales,0101,Pure Mathematics,0101; 010104; 010108; 010503,"Pure Mathematics; Combinatorics and Discrete Mathematics (Excl. Physical Combinatorics); Operator Algebras and Functional Analysis; Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory",Dr Dmitriy Zanin,
DE150100035,Discovery Early Career Researcher Award,2015,Closed,376000,389122.0,Monash University,1402,Applied Economics,1402; 140206; 140211; 140213,Applied Economics; Experimental Economics; Labour Economics; Public Economics- Public Choice,Prof Andreas Leibbrandt,
